state	value*	action*
21712 0.00000000 4
21713 0.00000000 4
21714 0.00000000 4
21715 0.00000000 4
21716 0.00000000 4
21717 0.00000000 4
21718 0.00000000 2
21719 0.00000000 4
21720 0.00000000 3
21721 0.00000000 4
21722 0.00000000 4
21723 0.00000000 4
21724 0.00000000 4
21725 0.00000000 4
21726 0.00000000 4
21727 0.00000000 4
21728 0.00000000 4
21729 0.00000000 2
21730 0.00000000 4
21731 0.00000000 4
21732 0.00000000 4
21733 0.00000000 1
21734 0.00000000 3
21735 0.00000000 1
21736 0.00000000 4
21737 0.00000000 2
21738 0.00000000 2
21739 0.00000000 1
21740 0.00000000 1
21741 0.00000000 4
21742 0.00000000 2
21743 0.00000000 4
21744 0.00000000 1
21745 0.00000000 2
21746 0.00000000 2
21747 0.00000000 1
21748 0.00000000 4
21749 0.00000000 1
21750 0.00000000 1
21751 0.00000000 1
21752 0.00000000 1
21753 0.00000000 2
21754 0.00000000 3
21755 0.00000000 1
21756 0.00000000 3
21757 0.00000000 1
21758 0.00000000 1
21759 0.00000000 1
21760 0.00000000 1
21761 0.00000000 1
21762 0.00000000 1
21763 0.00000000 1
21764 0.00000000 1
21765 0.00000000 1
21766 0.00000000 1
21767 0.00000000 1
21768 0.00000000 1
21769 0.00000000 1
21770 0.00000000 1
21771 0.00000000 2
21772 0.00000000 1
21773 0.00000000 1
21774 0.00000000 1
21775 0.00000000 1
21776 0.00000000 1
21777 0.00000000 4
21780 0.00000000 2
21781 0.00000000 1
21782 0.00000000 1
21783 0.00000000 1
21784 0.00000000 1
21785 0.00000000 1
21786 0.00000000 1
21787 0.00000000 1
21788 0.00000000 1
21790 0.00000000 1
21791 0.00000000 1
21792 0.00000000 1
21793 0.00000000 1
21794 0.00000000 1
21795 0.00000000 1
21796 0.00000000 1
21798 0.00000000 1
21800 0.00000000 1
21802 0.00000000 1
21806 0.00000000 1
21807 0.00000000 1
21808 0.00000000 1
21812 0.00000000 1
21813 0.00000000 1
21815 0.00000000 1
21816 0.00000000 1
21817 0.00000000 1
21818 0.00000000 2
21819 0.00000000 1
21820 0.00000000 1
21821 0.00000000 1
21822 0.00000000 1
21823 0.00000000 1
21825 0.00000000 1
21826 0.00000000 1
21827 0.00000000 1
21828 0.00000000 1
21830 0.00000000 1
21832 0.00000000 1
21833 0.00000000 1
21835 0.00000000 1
21836 62.16050547 3
21838 0.00000000 1
21839 0.00000000 1
21840 195.30259340 4
21842 15.76677006 4
21845 6.95220000 3
21846 289.62265614 3
21847 372.63237307 4
21848 443.77185544 4
21849 343.77185546 2
21851 498.51827988 3
21852 58.96860364 3
21853 0.00000000 2
21854 258.53275798 2
21855 208.26524181 4
21857 181.86850453 2
21858 537.35160842 3
21861 54.42530804 3
21862 169.06873367 3
21863 46.45233433 3
21864 38.91173742 3
21866 19.36063891 2
21868 0.00000000 1
21869 55.39707358 4
21870 53.87077054 5
21871 91.90660904 4
21872 0.00000000 1
21873 0.00000000 1
21874 0.00000000 1
21876 11.90118163 4
21877 209.41759603 3
21878 0.00000000 1
21881 0.00000000 1
21883 0.00000000 1
21885 0.00000000 1
21886 0.00000000 1
21889 0.00000000 1
21891 0.00000000 1
21893 0.00000000 1
21894 0.00000000 1
21895 0.00000000 1
21899 0.00000000 3
21902 0.00000000 3
21903 0.00000000 1
21904 0.00000000 1
21905 0.00000000 2
21906 0.00000000 2
21908 0.00000000 1
21909 0.00000000 1
21910 0.00000000 1
21913 0.00000000 1
21915 0.00000000 1
21916 0.00000000 1
21917 0.00000000 1
21918 0.00000000 1
21919 0.00000000 1
21923 0.00000000 1
21924 0.00000000 1
21925 0.00000000 1
21934 0.00000000 1
21937 0.00000000 1
21938 0.00000000 1
21940 0.00000000 1
21941 0.00000000 1
21944 0.00000000 1
21950 0.00000000 1
21953 0.00000000 1
22002 9220.78620828 3
22003 8670.28033303 3
22004 8775.68162223 3
22005 7645.52261977 4
22006 7340.49815039 3
22010 6105.04455650 5
22014 0.00000000 1
22015 0.00000000 1
22016 0.00000000 1
22017 0.00000000 1
22020 0.00000000 1
22022 0.00000000 1
22023 0.00000000 1
22024 0.00000000 1
22025 0.00000000 1
22028 0.00000000 1
22030 0.00000000 1
22031 0.00000000 1
22033 0.00000000 1
22035 0.00000000 1
22036 0.00000000 1
22038 0.00000000 1
22039 0.00000000 1
22040 0.00000000 1
22041 0.00000000 1
22042 0.00000000 1
22043 0.00000000 1
22044 0.00000000 1
22045 0.00000000 1
22046 0.00000000 1
22047 0.00000000 1
22048 0.00000000 1
22049 0.00000000 1
22051 0.00000000 1
22052 0.00000000 1
22054 0.00000000 1
22060 0.00000000 1
22061 0.00000000 1
22064 0.00000000 1
22066 0.00000000 1
22067 0.00000000 1
22069 0.00000000 1
22070 0.00000000 1
22073 0.00000000 1
22074 0.00000000 1
22075 0.00000000 1
22077 0.00000000 1
22078 0.00000000 1
22079 0.00000000 1
22082 0.00000000 1
22083 0.00000000 1
22084 0.00000000 1
22085 0.00000000 1
22086 0.00000000 1
22088 0.00000000 1
22089 0.00000000 1
22090 0.00000000 1
22091 0.00000000 1
22092 0.00000000 1
22093 0.00000000 1
22094 0.00000000 1
22096 0.00000000 1
22097 0.00000000 1
22098 0.00000000 1
22099 0.00000000 1
22100 0.00000000 1
22101 0.00000000 1
22102 0.00000000 1
22103 0.00000000 1
22105 0.00000000 1
22106 0.00000000 1
22107 0.00000000 1
22108 0.00000000 2
22109 0.00000000 1
22110 0.00000000 1
22111 0.00000000 2
22112 0.00000000 1
22113 0.00000000 2
22114 0.00000000 2
22115 0.00000000 3
22116 0.00000000 1
22117 0.00000000 1
22118 0.00000000 2
22119 0.00000000 2
22120 0.00000000 2
22121 0.00000000 3
22122 0.00000000 2
22123 0.00000000 2
22124 0.00000000 1
22125 0.00000000 1
22126 0.00000000 2
22127 0.00000000 2
22128 0.00000000 2
22129 0.00000000 2
22130 0.00000000 4
22131 0.00000000 2
22132 0.00000000 2
22133 0.00000000 2
22134 0.00000000 2
22135 0.00000000 4
22136 0.00000000 2
22137 0.00000000 2
22138 0.00000000 2
22139 0.00000000 2
22140 0.00000000 4
22141 0.00000000 2
22142 0.00000000 4
22143 0.00000000 3
22144 0.00000000 4
22145 0.00000000 2
22146 0.00000000 3
22147 0.00000000 1
22148 0.00000000 3
22149 0.00000000 2
22150 0.00000000 1
22151 0.00000000 3
22152 0.00000000 4
22153 0.00000000 2
22154 0.00000000 4
22155 0.00000000 4
22156 0.00000000 2
22157 0.00000000 2
22158 0.00000000 4
22159 0.00000000 2
22160 0.00000000 2
22161 0.00000000 2
22162 0.00000000 4
22163 0.00000000 4
22164 0.00000000 4
22165 0.00000000 4
22166 0.00000000 4
22167 0.00000000 4
22168 0.00000000 4
22169 0.00000000 4
22170 0.00000000 4
22171 0.00000000 4
22172 0.00000000 4
22173 0.00000000 4
22174 0.00000000 4
22175 0.00000000 4
22176 0.00000000 4
22177 0.00000000 4
22178 0.00000000 1
22179 0.00000000 4
22180 0.00000000 4
22181 0.00000000 4
22182 0.00000000 4
22183 0.00000000 4
22184 0.00000000 4
22185 0.00000000 4
22186 0.00000000 4
22187 0.00000000 4
22188 0.00000000 4
22189 0.00000000 4
22190 0.00000000 4
22191 0.00000000 4
22192 0.00000000 4
22193 0.00000000 4
22194 0.00000000 4
22195 0.00000000 4
22196 0.00000000 4
22197 0.00000000 4
22198 0.00000000 4
22199 0.00000000 4
22200 0.00000000 4
22201 0.00000000 4
22202 0.00000000 4
22203 0.00000000 4
22204 0.00000000 4
22205 0.00000000 4
22206 0.00000000 4
22207 0.00000000 4
22208 0.00000000 4
22209 0.00000000 4
22210 0.00000000 4
22211 0.00000000 4
22212 0.00000000 4
22213 0.00000000 4
22214 0.00000000 4
22215 0.00000000 4
22216 0.00000000 4
22217 0.00000000 4
22218 0.00000000 4
22219 0.00000000 4
22220 0.00000000 4
22221 0.00000000 4
22222 0.00000000 4
22223 0.00000000 4
22224 0.00000000 4
22225 0.00000000 4
22226 0.00000000 4
22227 0.00000000 2
22228 0.00000000 4
22229 0.00000000 4
22230 0.00000000 4
22231 0.00000000 4
22232 0.00000000 3
22233 0.00000000 4
22234 0.00000000 4
22235 0.00000000 4
22236 0.00000000 4
22237 0.00000000 4
22238 0.00000000 1
22239 0.00000000 2
22240 0.00000000 4
22241 0.00000000 2
22242 0.00000000 1
22243 0.00000000 1
22244 0.00000000 2
22245 0.00000000 4
22246 0.00000000 2
22247 0.00000000 2
22248 0.00000000 4
22249 0.00000000 4
22250 0.00000000 2
22251 0.00000000 1
22252 0.00000000 1
22253 0.00000000 1
22254 0.00000000 1
22255 0.00000000 1
22256 0.00000000 3
22257 0.00000000 1
22258 0.00000000 1
22260 0.00000000 1
22261 0.00000000 4
22262 0.00000000 4
22263 0.00000000 1
22264 0.00000000 1
22266 0.00000000 1
22267 0.00000000 1
22268 0.00000000 1
22269 0.00000000 1
22270 0.00000000 4
22271 0.00000000 1
22272 0.00000000 1
22273 0.00000000 1
22274 0.00000000 1
22275 0.00000000 1
22276 0.00000000 1
22277 0.00000000 1
22278 0.00000000 1
22279 0.00000000 1
22280 0.00000000 1
22281 0.00000000 1
22283 0.00000000 1
22284 0.00000000 1
22285 0.00000000 1
22286 0.00000000 2
22287 0.00000000 1
22288 0.00000000 1
22290 0.00000000 1
22291 0.00000000 1
22292 0.00000000 1
22293 0.00000000 1
22295 0.00000000 1
22296 0.00000000 1
22297 0.00000000 1
22298 0.00000000 1
22300 0.00000000 1
22301 0.00000000 1
22306 0.00000000 1
22307 0.00000000 1
22309 0.00000000 3
22310 0.00000000 3
22311 0.00000000 1
22312 0.00000000 2
22313 0.00000000 2
22314 0.00000000 2
22315 0.00000000 2
22316 0.00000000 1
22317 0.00000000 2
22321 0.00000000 1
22322 0.00000000 2
22323 0.00000000 2
22324 0.00000000 2
22325 0.00000000 1
22326 0.00000000 1
22327 0.00000000 2
22328 0.00000000 2
22329 0.00000000 3
22330 0.00000000 2
22331 0.00000000 2
22332 0.00000000 2
22333 0.00000000 1
22334 0.00000000 2
22335 93.19262541 3
22336 21.39936944 3
22337 10.55005485 3
22338 0.00000000 3
22339 0.00000000 2
22340 0.00000000 1
22341 0.00000000 1
22342 44.94771063 3
22343 54.93392459 3
22344 40.35990384 3
22345 0.00000000 2
22346 0.00000000 1
22347 406.29564107 3
22348 371.66389260 3
22349 267.09300994 4
22350 246.53994497 5
22351 18.33292675 1
22352 0.00000000 2
22353 528.91116952 1
22355 338.31048587 3
22356 0.00000000 2
22357 144.99738507 2
22359 0.00000000 2
22360 132.70950460 3
22361 128.89300208 3
22362 0.00000000 2
22363 0.00000000 2
22364 0.00000000 2
22365 0.00000000 2
22366 15.83110602 3
22367 0.00000000 2
22369 22.39622112 5
22370 72.93633272 3
22371 110.10640544 3
22372 0.00000000 2
22373 41.32421370 4
22375 0.00000000 2
22376 0.00000000 3
22377 0.00000000 1
22379 2.87104443 4
22383 250.19729815 3
22385 0.00000000 2
22387 0.00000000 1
22388 0.00000000 1
22390 0.00000000 3
22391 0.00000000 2
22392 0.00000000 1
22396 0.00000000 1
22398 0.00000000 1
22401 0.00000000 1
22404 0.00000000 1
22406 0.00000000 1
22407 0.00000000 1
22408 0.00000000 1
22411 0.00000000 1
22412 0.00000000 1
22413 0.00000000 1
22415 0.00000000 1
22416 0.00000000 1
22417 0.00000000 1
22418 0.00000000 1
22419 0.00000000 1
22420 0.00000000 1
22421 0.00000000 1
22422 0.00000000 1
22426 0.00000000 1
22427 0.00000000 1
22429 0.00000000 1
22437 0.00000000 1
22438 0.00000000 1
22439 0.00000000 1
22440 0.00000000 1
22442 0.00000000 1
22446 0.00000000 1
22448 0.00000000 1
22455 0.00000000 1
22501 9733.00096829 4
22502 9154.19465665 3
22503 8052.53589854 4
22504 7830.05059753 4
22513 0.00000000 1
22514 0.00000000 1
22515 0.00000000 1
22518 0.00000000 1
22521 0.00000000 1
22522 0.00000000 1
22523 0.00000000 1
22524 0.00000000 1
22525 0.00000000 1
22527 0.00000000 1
22528 0.00000000 1
22529 0.00000000 1
22530 0.00000000 1
22532 0.00000000 1
22534 0.00000000 1
22536 0.00000000 1
22538 0.00000000 1
22539 0.00000000 1
22540 0.00000000 1
22541 0.00000000 1
22542 0.00000000 1
22543 0.00000000 1
22546 0.00000000 1
22547 0.00000000 1
22548 0.00000000 1
22549 0.00000000 1
22550 0.00000000 1
22552 0.00000000 1
22553 0.00000000 1
22554 0.00000000 1
22555 0.00000000 1
22559 0.00000000 1
22562 0.00000000 1
22563 0.00000000 1
22566 0.00000000 1
22569 0.00000000 1
22570 0.00000000 1
22572 0.00000000 1
22573 0.00000000 1
22574 0.00000000 1
22576 0.00000000 1
22577 0.00000000 1
22578 0.00000000 1
22579 0.00000000 1
22580 0.00000000 1
22581 0.00000000 1
22583 0.00000000 1
22586 0.00000000 1
22587 0.00000000 1
22588 0.00000000 1
22589 0.00000000 1
22590 0.00000000 1
22592 0.00000000 1
22593 0.00000000 1
22594 0.00000000 1
22595 0.00000000 1
22597 0.00000000 1
22598 0.00000000 1
22599 0.00000000 1
22600 0.00000000 1
22603 0.00000000 1
22604 0.00000000 1
22605 0.00000000 1
22606 0.00000000 1
22607 0.00000000 1
22608 0.00000000 1
22609 0.00000000 1
22610 0.00000000 2
22611 0.00000000 1
22613 0.00000000 2
22614 0.00000000 1
22615 0.00000000 4
22616 0.00000000 1
22617 0.00000000 2
22618 0.00000000 2
22619 0.00000000 2
22620 0.00000000 2
22621 0.00000000 3
22622 0.00000000 1
22623 0.00000000 1
22624 0.00000000 4
22625 0.00000000 2
22626 0.00000000 2
22627 0.00000000 2
22628 0.00000000 2
22629 0.00000000 2
22630 0.00000000 4
22631 0.00000000 4
22632 0.00000000 3
22633 0.00000000 2
22634 0.00000000 2
22635 0.00000000 3
22636 0.00000000 2
22637 0.00000000 4
22638 0.00000000 4
22639 0.00000000 3
22640 0.00000000 2
22641 0.00000000 4
22642 0.00000000 2
22643 0.00000000 4
22644 0.00000000 1
22645 0.00000000 2
22646 0.00000000 1
22647 0.00000000 1
22648 0.00000000 2
22649 0.00000000 4
22650 0.00000000 4
22651 0.00000000 4
22652 0.00000000 2
22653 0.00000000 3
22654 0.00000000 2
22655 0.00000000 3
22656 0.00000000 2
22657 0.00000000 4
22658 0.00000000 2
22659 0.00000000 4
22660 0.00000000 4
22661 0.00000000 2
22662 0.00000000 4
22663 0.00000000 4
22664 0.00000000 4
22665 0.00000000 4
22666 0.00000000 4
22667 0.00000000 4
22668 0.00000000 2
22669 0.00000000 4
22670 0.00000000 4
22671 0.00000000 4
22672 0.00000000 4
22673 0.00000000 4
22674 0.00000000 4
22675 0.00000000 4
22676 0.00000000 4
22677 0.00000000 4
22678 0.00000000 4
22679 0.00000000 4
22680 0.00000000 4
22681 0.00000000 4
22682 0.00000000 4
22683 0.00000000 4
22684 0.00000000 4
22685 0.00000000 4
22686 0.00000000 4
22687 0.00000000 4
22688 0.00000000 4
22689 0.00000000 4
22690 0.00000000 4
22691 0.00000000 4
22692 0.00000000 4
22693 0.00000000 4
22694 0.00000000 4
22695 0.00000000 4
22696 0.00000000 4
22697 0.00000000 4
22698 0.00000000 4
22699 0.00000000 4
22700 0.00000000 4
22701 0.00000000 4
22702 0.00000000 4
22703 0.00000000 4
22704 0.00000000 4
22705 0.00000000 4
22706 0.00000000 4
22707 0.00000000 4
22708 0.00000000 4
22709 0.00000000 4
22710 0.00000000 4
22711 0.00000000 4
22712 0.00000000 4
22713 0.00000000 4
22714 0.00000000 4
22715 0.00000000 4
22716 0.00000000 4
22717 0.00000000 4
22718 0.00000000 4
22719 0.00000000 4
22720 0.00000000 4
22721 0.00000000 4
22722 0.00000000 4
22723 0.00000000 4
22724 0.00000000 4
22725 0.00000000 4
22726 0.00000000 4
22727 0.00000000 4
22728 0.00000000 4
22729 0.00000000 4
22730 0.00000000 4
22731 0.00000000 4
22732 0.00000000 4
22733 0.00000000 4
22734 0.00000000 4
22735 0.00000000 4
22736 0.00000000 2
22737 0.00000000 4
22738 0.00000000 1
22739 0.00000000 4
22740 0.00000000 2
22741 0.00000000 4
22742 0.00000000 4
22743 0.00000000 4
22744 0.00000000 2
22745 0.00000000 1
22746 0.00000000 4
22747 0.00000000 1
22748 0.00000000 1
22749 0.00000000 2
22750 0.00000000 1
22751 0.00000000 4
22752 0.00000000 4
22753 0.00000000 1
22754 0.00000000 1
22755 0.00000000 4
22756 0.00000000 1
22757 0.00000000 2
22758 0.00000000 1
22759 0.00000000 1
22760 0.00000000 1
22761 0.00000000 1
22762 0.00000000 1
22763 0.00000000 4
22764 0.00000000 1
22765 0.00000000 1
22766 0.00000000 1
22767 0.00000000 1
22768 0.00000000 1
22769 0.00000000 1
22770 0.00000000 1
22771 0.00000000 1
22772 0.00000000 1
22773 0.00000000 2
22774 0.00000000 1
22775 0.00000000 1
22776 0.00000000 1
22777 0.00000000 1
22779 0.00000000 1
22780 0.00000000 1
22781 0.00000000 1
22782 0.00000000 1
22783 0.00000000 1
22784 0.00000000 1
22785 0.00000000 1
22786 0.00000000 1
22787 0.00000000 1
22788 0.00000000 1
22789 0.00000000 1
22790 0.00000000 1
22792 0.00000000 1
22793 0.00000000 1
22794 0.00000000 1
22795 0.00000000 1
22796 0.00000000 1
22797 0.00000000 1
22798 0.00000000 1
22799 0.00000000 1
22800 0.00000000 1
22803 0.00000000 1
22804 0.00000000 1
22809 0.00000000 1
22810 0.00000000 1
22811 0.00000000 1
22816 0.00000000 1
22817 0.00000000 1
22818 0.00000000 4
22819 0.00000000 2
22820 0.00000000 1
22821 0.00000000 1
22822 0.00000000 1
22823 0.00000000 1
22824 0.00000000 1
22825 0.00000000 1
22826 0.00000000 1
22828 0.00000000 1
22833 0.00000000 2
22834 0.00000000 1
22835 0.00000000 1
22837 0.00000000 1
22838 0.00000000 1
22839 4.15699421 3
22843 109.31385311 4
22845 0.00000000 1
22847 0.00000000 1
22848 0.00000000 1
22849 203.79366985 3
22850 357.95870478 4
22851 235.13010358 3
22852 725.94211025 3
22853 732.81373161 3
22854 348.11373090 3
22855 0.00000000 1
22857 80.41007415 2
22858 0.00000000 1
22859 0.00000000 1
22860 456.88702280 3
22863 0.00000000 1
22864 49.13035619 3
22865 0.00000000 2
22866 0.00000000 1
22869 0.00000000 1
22871 0.00000000 2
22872 0.00000000 4
22873 0.00000000 3
22874 25.52162668 3
22875 0.00000000 1
22877 0.00000000 2
22878 0.00000000 1
22879 107.85587589 3
22881 0.00000000 1
22883 0.00000000 2
22886 0.00000000 1
22887 0.00000000 2
22888 0.00000000 1
22889 0.00000000 1
22893 0.00000000 1
22896 0.00000000 1
22901 0.00000000 2
22903 0.00000000 1
22904 0.00000000 2
22905 0.00000000 1
22907 0.00000000 2
22908 0.00000000 2
22909 0.00000000 1
22912 0.00000000 1
22914 0.00000000 1
22915 0.00000000 1
22918 0.00000000 1
22919 0.00000000 1
22920 0.00000000 1
22922 0.00000000 1
22923 0.00000000 1
22924 0.00000000 1
22926 0.00000000 1
22927 0.00000000 1
22931 0.00000000 1
22936 0.00000000 1
22939 0.00000000 1
22941 0.00000000 1
22944 0.00000000 1
22946 0.00000000 1
22950 0.00000000 1
22957 0.00000000 1
23001 9196.55209498 3
23008 6815.58674493 5
23012 0.00000000 1
23013 0.00000000 1
23017 0.00000000 1
23020 0.00000000 1
23021 0.00000000 1
23022 0.00000000 1
23023 0.00000000 1
23028 0.00000000 1
23029 0.00000000 1
23030 0.00000000 1
23031 0.00000000 1
23034 0.00000000 1
23035 0.00000000 1
23037 0.00000000 1
23038 0.00000000 1
23039 0.00000000 1
23040 0.00000000 1
23041 0.00000000 1
23044 0.00000000 1
23045 0.00000000 1
23046 0.00000000 1
23047 0.00000000 1
23048 0.00000000 1
23049 0.00000000 1
23050 0.00000000 1
23051 0.00000000 1
23053 0.00000000 1
23058 0.00000000 1
23060 0.00000000 1
23061 0.00000000 1
23064 0.00000000 1
23065 0.00000000 1
23067 0.00000000 1
23068 0.00000000 1
23069 0.00000000 1
23070 0.00000000 1
23072 0.00000000 1
23073 0.00000000 1
23074 0.00000000 1
23076 0.00000000 1
23077 0.00000000 1
23078 0.00000000 1
23079 0.00000000 1
23080 0.00000000 1
23082 0.00000000 1
23083 0.00000000 1
23084 0.00000000 1
23085 0.00000000 1
23086 0.00000000 1
23087 0.00000000 1
23088 0.00000000 1
23089 0.00000000 1
23090 0.00000000 1
23091 0.00000000 1
23092 0.00000000 1
23093 0.00000000 1
23094 0.00000000 1
23097 0.00000000 1
23098 0.00000000 1
23100 0.00000000 1
23101 0.00000000 1
23102 0.00000000 1
23103 0.00000000 1
23104 0.00000000 1
23105 0.00000000 1
23106 0.00000000 1
23107 0.00000000 1
23108 0.00000000 1
23109 0.00000000 2
23110 0.00000000 3
23111 0.00000000 4
23112 0.00000000 2
23113 0.00000000 1
23114 0.00000000 1
23115 0.00000000 2
23116 0.00000000 2
23117 0.00000000 2
23118 0.00000000 3
23119 0.00000000 2
23120 0.00000000 1
23121 0.00000000 1
23122 0.00000000 2
23123 0.00000000 2
23124 0.00000000 2
23125 0.00000000 2
23126 0.00000000 2
23127 0.00000000 2
23128 0.00000000 2
23129 0.00000000 2
23130 0.00000000 2
23131 0.00000000 3
23132 0.00000000 2
23133 0.00000000 2
23134 0.00000000 2
23135 0.00000000 3
23136 0.00000000 2
23137 0.00000000 4
23138 0.00000000 2
23139 0.00000000 1
23140 0.00000000 2
23141 0.00000000 2
23142 0.00000000 2
23143 0.00000000 1
23144 0.00000000 1
23145 0.00000000 1
23146 0.00000000 2
23147 0.00000000 2
23148 0.00000000 2
23149 0.00000000 4
23150 0.00000000 4
23151 0.00000000 2
23152 0.00000000 2
23153 0.00000000 4
23154 0.00000000 2
23155 0.00000000 4
23156 0.00000000 2
23157 0.00000000 4
23158 0.00000000 4
23159 0.00000000 4
23160 0.00000000 4
23161 0.00000000 2
23162 0.00000000 4
23163 0.00000000 4
23164 0.00000000 4
23165 0.00000000 4
23166 0.00000000 4
23167 0.00000000 4
23168 0.00000000 4
23169 0.00000000 4
23170 0.00000000 4
23171 0.00000000 4
23172 0.00000000 2
23173 0.00000000 4
23174 0.00000000 4
23175 0.00000000 4
23176 0.00000000 4
23177 0.00000000 4
23178 0.00000000 4
23179 0.00000000 4
23180 0.00000000 4
23181 0.00000000 4
23182 0.00000000 4
23183 0.00000000 4
23184 0.00000000 4
23185 0.00000000 4
23186 0.00000000 4
23187 0.00000000 4
23188 0.00000000 4
23189 0.00000000 4
23190 0.00000000 4
23191 0.00000000 4
23192 0.00000000 4
23193 0.00000000 4
23194 0.00000000 4
23195 0.00000000 4
23196 0.00000000 4
23197 0.00000000 4
23198 0.00000000 4
23199 0.00000000 4
23200 0.00000000 4
23201 0.00000000 4
23202 0.00000000 4
23203 0.00000000 4
23204 0.00000000 4
23205 0.00000000 4
23206 0.00000000 4
23207 0.00000000 4
23208 0.00000000 4
23209 0.00000000 4
23210 0.00000000 4
23211 0.00000000 4
23212 0.00000000 4
23213 0.00000000 4
23214 0.00000000 4
23215 0.00000000 4
23216 0.00000000 4
23217 0.00000000 4
23218 0.00000000 4
23219 0.00000000 4
23220 0.00000000 4
23221 0.00000000 4
23222 0.00000000 4
23223 0.00000000 4
23224 0.00000000 4
23225 0.00000000 4
23226 0.00000000 4
23227 0.00000000 4
23228 0.00000000 4
23229 0.00000000 4
23230 0.00000000 4
23231 0.00000000 4
23232 0.00000000 4
23233 0.00000000 4
23234 0.00000000 4
23235 0.00000000 1
23236 0.00000000 2
23237 0.00000000 4
23238 0.00000000 4
23239 0.00000000 4
23240 0.00000000 4
23241 0.00000000 4
23242 0.00000000 2
23243 0.00000000 4
23244 0.00000000 4
23245 0.00000000 1
23246 0.00000000 2
23247 0.00000000 4
23248 0.00000000 1
23249 0.00000000 4
23250 0.00000000 4
23251 0.00000000 3
23252 0.00000000 1
23253 0.00000000 1
23254 0.00000000 1
23255 0.00000000 1
23256 0.00000000 2
23257 0.00000000 3
23258 0.00000000 1
23259 0.00000000 3
23260 0.00000000 2
23261 0.00000000 1
23262 0.00000000 1
23263 0.00000000 1
23264 0.00000000 1
23265 0.00000000 1
23266 0.00000000 2
23267 0.00000000 1
23268 0.00000000 1
23269 0.00000000 1
23270 0.00000000 1
23271 0.00000000 1
23272 0.00000000 1
23273 0.00000000 1
23274 0.00000000 1
23275 0.00000000 1
23276 0.00000000 1
23277 0.00000000 1
23278 0.00000000 1
23279 0.00000000 1
23280 0.00000000 1
23281 0.00000000 1
23282 0.00000000 1
23283 0.00000000 1
23285 0.00000000 1
23286 0.00000000 1
23287 0.00000000 1
23288 0.00000000 1
23289 0.00000000 1
23290 0.00000000 1
23291 0.00000000 1
23292 0.00000000 1
23294 0.00000000 1
23295 0.00000000 1
23296 0.00000000 1
23297 0.00000000 1
23298 0.00000000 1
23299 0.00000000 1
23300 0.00000000 1
23303 0.00000000 1
23311 0.00000000 2
23313 0.00000000 1
23314 0.00000000 1
23315 0.00000000 1
23316 0.00000000 1
23317 0.00000000 1
23319 0.00000000 1
23320 0.00000000 2
23321 0.00000000 1
23323 0.00000000 1
23324 0.00000000 3
23325 0.00000000 2
23326 0.00000000 2
23327 0.00000000 1
23328 0.00000000 1
23329 0.00000000 2
23330 0.00000000 1
23331 0.00000000 1
23332 0.00000000 1
23333 0.00000000 1
23334 0.00000000 1
23336 0.00000000 2
23337 30.62592248 3
23338 0.00000000 2
23339 0.00000000 2
23340 0.00000000 3
23341 0.00000000 2
23342 0.00000000 1
23343 0.00000000 1
23344 52.12476970 4
23345 0.00000000 1
23346 0.00000000 1
23347 0.00000000 2
23349 331.61400035 4
23350 270.39126823 3
23351 155.03920206 3
23352 185.68101952 3
23355 0.00000000 2
23356 234.04975561 4
23359 63.80776024 4
23361 0.00000000 2
23362 38.17594145 3
23363 73.88411849 4
23366 0.00000000 2
23367 0.00000000 2
23368 0.00000000 1
23369 0.00000000 3
23372 0.00000000 1
23373 34.69861594 3
23374 0.00000000 2
23375 15.70792688 4
23377 0.00000000 1
23378 0.00000000 1
23379 0.00000000 1
23380 0.00000000 1
23385 140.78939874 3
23387 0.00000000 2
23389 0.00000000 1
23390 0.00000000 1
23391 0.00000000 3
23392 0.00000000 1
23394 0.00000000 1
23397 0.00000000 1
23398 0.00000000 1
23400 0.00000000 1
23403 0.00000000 1
23406 0.00000000 1
23408 0.00000000 1
23409 0.00000000 1
23410 0.00000000 1
23413 0.00000000 1
23414 0.00000000 1
23416 0.00000000 1
23417 0.00000000 1
23420 0.00000000 1
23421 0.00000000 1
23422 0.00000000 1
23423 0.00000000 1
23424 0.00000000 1
23425 0.00000000 1
23428 0.00000000 1
23429 0.00000000 1
23438 0.00000000 1
23441 0.00000000 1
23442 0.00000000 1
23443 0.00000000 1
23444 0.00000000 1
23447 0.00000000 1
23451 0.00000000 1
23458 0.00000000 1
23501 9707.78587557 3
23502 8480.21477747 3
23503 8290.73070729 3
23508 7456.29279685 3
23511 0.00000000 1
23512 0.00000000 1
23513 0.00000000 1
23514 0.00000000 1
23516 0.00000000 1
23520 0.00000000 1
23521 0.00000000 1
23522 0.00000000 1
23523 0.00000000 1
23524 0.00000000 1
23526 0.00000000 1
23527 0.00000000 1
23528 0.00000000 1
23529 0.00000000 1
23530 0.00000000 1
23533 0.00000000 1
23534 0.00000000 1
23536 0.00000000 1
23537 0.00000000 1
23538 0.00000000 1
23540 0.00000000 1
23541 0.00000000 1
23542 0.00000000 1
23543 0.00000000 1
23544 0.00000000 1
23545 8.62545448 3
23547 0.00000000 1
23548 0.00000000 1
23550 0.00000000 1
23551 0.00000000 1
23553 0.00000000 1
23554 0.00000000 1
23558 0.00000000 1
23561 0.00000000 1
23562 0.00000000 1
23564 0.00000000 1
